geneid1,geneid2
81631,8726
3275,8648
815,9700
373,54906
4950,89885
51143,5966
4683,6613
6203,7428
2099,2770
1024,9477
6620,6622
1017,6829
50628,6194
1479,9641
53371,9818
11007,8667
2286,5595
4654,5579
29763,85377
1815,2885
23560,9045
2911,5579
3191,6138
23387,54507
10989,6210
3329,476
125965,29796
54881,9775
335,5136
57819,6432
54948,6150
131890,5578
5987,8576
3553,5657
151050,5879
10643,50628
2016,8626
10971,5909
2887,2887
3020,546
2286,7917
10010,808
4695,4718
29956,324
1025,4000
4673,6135
5905,6613
23013,84321
26986,6626
29123,6498
664,8834
3716,6773
22839,5295
10869,1762
23380,50618
114971,5597
7322,9666
1660,5042
131890,5147
10514,3191
4698,54539
51068,84464
2110,4539
26156,3609
1659,4670
6129,8663
4215,57609
10454,6176
3695,7412
142,8352
6648,84129
10342,51324
10262,8220
11051,29105
54507,6599
2099,7018
301,3320
8704,93010
5436,5440
5926,84312
154,6011
7186,91893
6722,815
3146,57085
55646,6187
10643,26156
1400,54622
10450,79228
4710,4731
7428,81876
4670,6170
2034,585
5700,5716
1153,51639
23558,7849
178,5564
5747,6464
6386,7188
10915,24148
23338,51147
5054,6596
3190,57703
1841,22978
3932,931
80125,8440
387082,4000
388697,6187
6667,6736
23641,64376
27005,57787
2539,2539
22929,54978
29911,3725
84679,9522
3192,6128
58517,5879
196528,60
5076,9479
2885,4430
23286,9638
24144,51428
22826,58509
28957,51263
26118,6923
3326,7419
1017,5426
22907,26156
351,84570
353132,386675
1738,2731
55646,6135
10987,6714
1017,55746
7422,9510
3784,5702
238,4869
64946,6749
114883,114884
10477,4116
26608,6135
1201,550
22841,9230
2332,9349
5443,7448
54715,9253
2885,6233
2110,4731
6597,6908
3295,6647
2091,6154
219927,51642
8358,8366
196403,3093
130617,6048
10436,5111
11338,6155
7741,9659
8202,8202
10900,80022
4282,4282
6158,6202
11200,11200
27246,7324
3609,4691
203547,9641
154796,829
25962,58517
51755,5430
11103,6193
2707,79813
7307,83443
6629,79618
6261,801
55536,55565
4718,4729
122953,1915
581,597
10921,4289
81620,8697
7311,8027
11091,80335
3745,93107
7157,8883
84080,90864
7525,9513
672,9079
5590,8772
23005,386682
548593,9861
30,3295
1488,161882
4222,55577
10521,8896
302,3320
3667,5888
3195,4782
122953,6175
2099,51132
126375,79797
1778,6627
705,84970
4798,93973
10818,5058
1059,79801
5878,7189
3320,3725
11338,9939
84619,8548
26354,2975
208,80153
663,89885
50628,6129
1654,57187
1022,5914
3326,8890
1943,2044
23759,6432
23326,25904
126328,4715
6829,983
4670,9785
11051,6426
2944,2946
79084,9733
2801,5654
1742,9419
472,9025
26017,55968
4281,7332
1399,4914
1398,80831
29844,7138
6632,6634
2071,284312
7407,84464
6125,6732
51503,9785
4736,4738
4188,6687
128,5832
5597,64689
5465,9612
79738,8600
10005,5830
1490,7040
3309,5684
10362,9203
24148,9589
55663,5987
27043,6193
7337,79065
23521,6229
4067,5788
3185,6144
23113,6714
5300,80764
55558,6606
51116,6124
7057,7130
10289,92140
30968,9474
29088,51116
2887,9020
25,8626
1743,8801
2617,3376
10298,7532
3187,6635
55663,60491
27335,8664
10921,25949
85291,9841
10036,1058
7083,7375
10492,10569
3875,5310
79084,9739
5174,9351
3133,6890
3603,3603
708,8683
2099,54554
121268,4089
1432,9252
7428,8347
11067,4188
1459,6688
11140,4846
312,3801
4175,4175
3945,7915
23345,6155
23345,23560
292,84844
255928,255928
23786,79415
6184,9045
572,9252
5074,5074
5413,5413
10283,3190
301,5245
10188,5987
2962,4488
545,8243
1111,2177
55161,79084
3609,6949
24144,6629
2114,5663
10975,4535
3007,51631
56852,7320
26039,80028
51616,6881
4292,7920
4087,56850
6885,7444
26959,653808
2697,857
29889,54606
154,207
64951,64979
23345,57835
54922,6237
284695,6142
1213,9026
10589,2960
23097,8665
10617,4087
11136,3185
2803,4692
4214,8772
60488,64975
10134,10952
10262,6626
2801,55231
2647,4609
2316,7428
378708,55120
2683,2683
10069,10912
4287,6233
3312,5682
2244,811
92736,9349
125115,7301
7534,84612
5496,58509
2975,57418
107,5145
10594,26824
10849,5441
6132,6222
920,952
55138,9911
284217,5340
10320,3065
6147,6188
57492,9978
7336,9097
1956,5159
26986,51639
64949,740
3635,9846
5434,55090
253260,6198
10769,22839
79618,9513
5042,6124
64769,6944
3181,8663
3566,6464
134,342371
2645,2673
10189,27258
11033,5813
6159,6171
10497,2054
3623,3625
1459,3065
3490,6382
1021,1022
29979,54471
64975,85302
302,6206
6134,6189
2934,5829
3852,84260
2356,4522
6135,8886
55660,6625
10152,8667
2357,2771
11337,8439
1174,55096
3836,5971
1314,9782
64976,64979
23542,4036
54948,64976
5335,56955
23163,7311
6427,7913
2885,4582
64798,8945
10891,9971
79002,9716
6285,6285
10513,51631
27124,8697
6776,6938
4809,84321
30,847
5802,9094
2595,3938
125058,23204
6160,7532
1398,9103
51639,57461
1020,1022
3188,6203
1459,1460
154007,6636
1457,6688
208,5728
26001,286480
4790,5568
23295,7324
11331,4654
51142,54507
55379,6222
3382,8576
117178,55165
5576,7917
22953,22953
5708,9349
11066,6635
57551,6789
6432,8563
10524,1909
509,513
23560,25885
6138,6165
84312,88
22827,22827
11340,7023
3815,868
2885,5966
3309,4214
27101,382
10579,8850
64943,7186
5725,7307
23126,9841
10643,6184
2885,5295
23524,51362
22984,6279
23380,7534
1956,805
1874,4089
6128,6135
1398,2906
2908,3569
29979,4878
3190,80742
6122,6141
4691,50628
51569,7323
56949,9416
10291,23524
10284,11269
3326,83858
5515,55844
3195,5500
2275,5991
10488,3122
3150,5588
10813,55339
1634,197
10048,25852
10955,7419
10616,7326
4547,7184
167838,79441
80854,8290
10884,122704
8277,9942
56945,64965
22953,5023
6714,7275
5590,9266
1938,6161
84056,84056
4141,7965
3035,6129
23450,9584
1327,6648
3239,3726
10514,4343
60561,729862
6138,6949
3187,6189
26986,3188
57332,79948
51421,9513
144165,144165
127,4129
223,65985
3609,9987
2011,7531
5430,6595
2730,2937
6157,6193
6599,6604
6159,9129
2078,4846
11345,90121
10492,8899
4541,4711
4842,5213
8467,84733
4642,8848
5682,5717
208,8115
23404,23517
386676,7568
170506,388698
5693,9097
220988,6628
386675,7568
367,902
10622,661
51729,9939
26354,57418
1915,27292
1400,7572
3693,9063
207,3858
11338,6173
2957,6908
5359,5580
3106,55699
22938,4088
8450,9063
4173,6117
5581,8826
10636,2773
6205,9063
55131,9221
3667,8660
283987,875
51196,8527
5434,5434
2122,2122
7450,7450
51025,9638
1029,57862
221613,29117
117144,336
5250,6152
11136,27161
51258,51263
10644,7555
23451,58517
55090,9442
1457,7184
2099,5566
1080,7074
397,5881
310,7088
27185,5048
29105,8220
29105,5496
10044,9564
2332,6194
4086,8878
10992,6203
64968,65993
3024,409
10594,6637
6224,9020
3608,7153
54033,6631
51602,55131
3921,6171
26058,4904
64170,84186
4638,7392
161742,8848
4522,49856
28977,55168
5297,65080
1676,7532
10413,8463
4036,7356
57473,90834
408,5595
596,662
11345,5682
124995,60488
2065,5036
55072,6773
433,5590
335,8794
192670,8803
11224,6167
1788,7709
2769,59340
192111,5092
3881,91289
11345,23710
64080,7086
10210,51465
1017,1163
5928,6184
64854,8826
84105,90390
10856,8295
3702,3932
3336,7189
894,9988
6875,6882
5335,80271
284996,6187
8358,8360
596,8739
10056,920
1503,7189
11137,1938
5708,9097
11224,26608
127557,3104
3609,8886
10971,984
55646,6209
5597,9968
392,998
4712,51643
192670,22948
23405,51065
1457,8986
29990,7920
5433,5436
10036,7290
51399,79090
171392,8543
1778,7532
1639,1778
3609,81887
5413,79666
11059,7316
23543,93487
6727,7846
4215,55658
116541,29074
7341,79724
4905,6804
2932,57662
217,438
6632,79084
5198,8900
2130,66036
27,5159
1131,2776
2146,5303
2566,5581
10155,6598
150483,51164
4134,4690
4000,5590
23011,9641
4665,79165
27429,331
57002,732272
10576,55844
7533,84612
112399,3091
2639,4846
6432,9295
8907,9513
51705,6402
213,79691
6119,7555
60490,7775
5499,6632
5373,91703
2071,5432
2263,2263
4715,7324
11338,8342
2811,3827
2011,4215
478,5018
2353,6205
22837,8451
3572,5580
23641,54906
3181,6135
35,84129
5602,8358
4214,554313
57187,84991
55576,8554
1601,334
3633,3706
10938,64145
126375,25888
6625,8563
1540,23586
1111,3326
29071,56913
10841,285216
2033,6662
54464,90113
3858,4193
10332,3385
1676,3191
3315,5587
10286,10594
149371,5898
3093,54941
10413,22898
3856,5600
10920,64708
23020,728937
1660,3309
10253,81853
3326,6135
3605,3605
8357,9212
5695,5717
408,8294
292,9782
2354,3726
10397,6185
11340,22894
6812,94121
3235,5087
11140,3437
51631,6138
57679,7529
3688,5080
27238,2801
6613,8554
54948,6182
5583,821
3667,5792
5053,5092
4191,5111
790,8517
3856,5411
2033,3164
1459,7035
9218,9218
3643,5792
11117,158787
5976,9782
5970,8841
147700,51225
6882,6908
4223,5077
57492,8289
2532,6354
90060,9802
2892,4905
4773,5425
79736,9789
64968,85302
2064,660
10919,8260
2180,2194
50619,54507
23216,7533
1460,29959
79269,84464
27289,91544
10250,9584
29127,64946
1827,5603
60561,79848
701,8881
64858,7014
10421,3550
25788,64395
57559,79158
1019,5501
6654,8440
23398,6631
10458,5058
26121,8683
7067,9282
5764,9905
11325,9666
23517,6625
5931,6602
6464,780
23082,2549
7251,8826
1660,6144
2110,7388
2885,6137
55577,55577
10013,9373
23513,9414
22909,7531
23345,6137
10450,84811
1295,55697
2885,30837
115817,4188
221504,5300
10975,84701
7536,80145
1503,5564
11338,1938
26525,6498
5241,5594
2534,56995
23369,57054
529,7189
8607,9643
114034,79706
10524,55791
23186,675
2870,6620
5436,80306
1762,7407
2035,84817
23421,91687
3685,7448
3164,51596
1457,7421
58,9493
114548,22900
11073,5371
6146,6192
10657,23360
23204,55294
2810,3799
10475,6386
10436,6749
11344,3891
6205,6206
1794,202559
10291,6431
5708,6224
27339,4236
2885,9103
3156,3417
56850,6919
10283,9416
23398,8175
54946,5966
5706,5715
10313,23621
4481,7851
10056,7419
407,408
1277,2335
25873,7189
11224,7189
1475,5764
1027,207
27339,6627
4793,6156
1915,6125
3035,9040
23677,7532
7965,9782
2515,3688
2670,5578
23286,79577
51747,57187
54148,65005
10606,7189
11331,26156
1748,81887
653499,771
1616,28996
51780,57473
3032,51
56257,9733
11226,2335
6217,9188
84246,84246
1869,1876
222389,705
64975,79590
6667,861
5976,6152
10992,509
6146,7311
51379,84313
10499,10587
10397,5315
4316,7035
64783,84811
11331,51639
6813,8487
1459,4824
4603,55957
5591,7546
3643,8835
4656,808
1997,4800
663,7348
801,811
1869,7027
1973,27250
51177,7874
10534,9513
84107,90850
2886,6464
64170,7126
2801,54927
128821,388677
6480,8704
672,8202
1558,9361
1739,54910
1937,4609
10992,23350
7295,7431
5976,6201
10400,5337
117177,57862
5049,6175
25926,4140
266740,283208
2168,5465
10419,8366
171483,54819
4790,5134
3354,5702
57410,79666
196,5578
51691,91522
10450,23451
6207,8342
207,4194
55131,6228
10713,5356
54962,56159
207,5879
125115,2624
3305,4792
4830,4831
203068,6202
5058,682
5341,5581
11284,3981
1445,5566
128308,85302
3690,5156
11161,5216
10345,3270
2960,4193
6573,6667
4710,4716
10713,6625
24148,6628
8454,9039
386682,79173
10666,5578
10488,3775
6184,6193
10743,2735
4792,6156
5496,8449
7534,79872
55454,56548
131,8659
23281,55195
125115,399761
5336,57473
51433,81620
3001,3001
57693,5940
142685,29993
30008,7917
27347,5588
6152,9045
1277,4313
23263,50628
6401,960
10284,8189
10286,51755
50628,6155
2353,333
84062,8546
2335,259
5579,688
7314,8878
6949,7846
27336,3550
81488,8525
11034,6238
3170,3202
332,5921
55718,8480
6157,6176
29760,7462
6158,9513
2534,9846
2801,51142
3456,3661
30061,57817
6386,64866
1915,219541
10238,2810
2079,3611
6170,7311
3172,6714
3191,9782
275,285216
23043,54205
1609,89869
57159,84708
23136,25
3550,9129
11073,7150
18,18
10717,701
5250,6222
10015,8793
10286,23013
497661,6949
3958,50628
2810,673
11277,6117
22806,91647
10772,2521
114609,8651
4736,6138
440738,64786
6187,72
54797,9412
2309,8660
51642,64968
5585,960
2869,553
1457,821
51631,6155
4904,8664
5364,9826
23604,7046
6531,7041
367,7050
1487,4193
29105,79002
2959,5435
4130,84557
5720,732272
57703,9939
29074,54948
6147,7428
5525,596
9311,9311
1654,6128
283150,54971
6192,6201
113878,9319
6601,7421
1956,54206
1946,2048
51602,6217
81628,84708
6207,8664
51593,5356
10262,6631
4214,83481
8900,993
6187,84319
6300,8357
10499,29123
10232,94025
2965,902
732272,9039
4000,5580
23013,27339
64949,65080
85456,8658
4609,5430
2099,79004
10992,293
367,834
5147,5886
7132,9093
10465,5356
3693,5029
4882,50940
374454,3881
7415,7415
2207,9217
58,6714
84140,8500
10856,55198
23281,5552
148581,51283
116835,125115
472,641
2332,3191
54984,83481
4129,8659
5567,6514
54778,7325
10474,6880
64968,9553
6603,8289
10262,9879
2177,7314
10643,29105
27098,51517
3693,4052
3303,5685
25949,56949
11170,7431
1044,1050
30011,8867
2130,63948
10283,10594
64943,7251
1069,9814
4983,5879
1163,1164
23517,6633
51588,9869
472,8445
10730,5062
26354,26608
3725,8019
196,196
356,4690
10465,4236
11186,9770
23467,4884
2023,6130
2885,7462
1537,7991
1639,9689
207,3895
5595,56265
2002,7341
1962,386675
2932,6720
4193,7157
1080,2195
337879,5684
158,471
23398,23450
51072,6464
11137,8342
5571,83659
147687,2274
26354,3178
1855,4092
1999,8347
5347,9400
6158,6168
3481,7448
84078,9414
4543,5879
57120,9311
25788,79873
1017,7374
7041,7414
285971,9252
114294,63875
8454,84893
51263,64979
4710,4726
2810,9759
3550,9589
509,64219
134147,22827
10526,8241
1452,5515
2986,5136
3678,3688
10163,60
1540,817
6135,6167
11269,7533
10928,84897
23543,9491
4851,8650
23001,373
55697,883
2810,29127
58517,64783
5966,84984
153,2885
10567,6844
22885,80125
10540,1780
1237,6361
51103,51295
152573,9240
2113,6672
3480,8839
27034,7251
23759,51747
11186,65265
1655,6434
2969,9063
5976,6129
5621,5621
1743,2314
282049,836
4089,57492
84634,84634
5250,6191
27339,6925
26039,9759
3066,85509
10454,331
23560,7532
23582,401508
1642,3178
51116,6139
10563,51554
3932,5245
11222,51642
1147,6737
4091,658
1786,2022
1211,84557
23350,6632
25885,6210
26156,8342
3171,7088
125115,81567
10573,64979
10574,5524
51318,51373
54583,7428
203068,9126
3608,9513
257202,36
1201,7417
4670,6636
10131,65018
8636,8636
2665,6446
23613,408
3932,819
6643,7037
23405,55588
10056,6130
10291,9092
5174,6755
56952,8115
5092,9149
3799,3800
4985,5579
2184,386681
3875,7532
11017,57703
7068,8648
23016,56915
64105,6749
1398,2064
2872,7186
5899,8678
51619,9802
220988,7307
642,7204
6142,9513
3973,83539
1602,4089
1676,9958
57508,65123
55037,56945
51495,55290
7099,929
79839,79839
4286,5080
6128,9349
10296,285074
54507,63940
51619,54894
3681,3689
3183,9045
5682,5691
386681,386682
2982,5147
55738,9266
23517,9416
100288797,6386
7536,84321
3008,8370
6147,6189
7321,9354
57819,64783
6227,6230
11183,7169
6262,815
8189,9219
5295,868
2067,2189
2023,2175
171483,8803
10236,2521
26986,51191
26224,8454
5873,79083
55768,5886
6605,86
11040,572
23291,5970
159195,55916
351,6622
31,57172
598,7157
54518,84661
3655,977
4437,84464
5595,6416
1650,6895
2494,2495
10980,80344
23582,7004
10856,8780
199720,51686
1107,53981
3706,8867
4999,672
51776,7581
387,7409
23524,4343
4697,7381
143884,7431
7159,8883
127,220
65220,65220
3661,5055
5427,5558
240,241
153443,2353
54461,5987
3192,4736
10642,26156
7419,8664
11137,497661
6866,6869
2798,6001
3066,6299
3866,9894
5700,5717
6888,84076
6418,8350
4540,7386
25,7272
55168,56945
7138,7168
54819,55145
2057,6850
25928,25928
57594,9587
473,7994
5660,6455
10521,8683
6160,9733
5289,8678
493856,9641
3689,5578
1952,55274
2534,26960
51588,84557
23761,54505
3306,5706
6142,9641
293,55037
6009,7248
5245,55176
8896,9826
5597,84315
25843,4163
49856,50628
1642,405
7533,9181
1314,22820
5578,9970
7128,7532
339345,4111
3251,7189
23451,4343
3150,5584
1822,57507
6205,7311
2885,613
1107,7157
3181,6426
85403,9454
1147,7186
386682,653240
218,3029
11198,2033
1182,815
838,838
5971,7278
1487,23236
4171,6749
6628,9410
4343,9533
10783,9688
63875,79590
3728,6714
50855,7048
27287,6913
121549,6938
10459,373
55173,57129
339487,5583
6119,641
22992,998
57805,8175
51079,55967
220108,29068
328,6774
7307,9984
4193,9448
773,785
10973,9908
25873,6204
10399,4311
125115,157773
116540,51116
10241,9413
5058,57381
3308,3309
1938,51631
23368,26146
5432,6908
1364,65266
403,6102
1642,219541
7106,928
5250,6132
4745,8328
24144,3187
219927,64951
10013,2342
6882,8290
79155,8517
3065,545
5250,6202
2113,5600
10289,4942
522,8815
817,8682
3550,57703
4093,79586
10241,79025
134147,56950
11047,5713
10236,23517
10000,672
11103,6189
2091,6146
197131,51726
118,5588
10133,27089
25,25
80321,84914
4809,7307
55603,7917
5886,9039
2745,5770
51018,9733
54434,57175
23389,80306
5690,7189
8353,8365
6139,6159
2975,83858
